"Source","Route","Destination","Action","Size","LastWriteTime"
"C:\Users\13527\Downloads\recursive_core_architecture_master.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\recursive_core_architecture_master.md","PLAN","21000","5/5/2026 6:21:07 PM"
"C:\Users\13527\Downloads\recursive_core_seed_test_clean.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\recursive_core_seed_test_clean.md","PLAN","10453","5/5/2026 7:18:26 PM"
"C:\Users\13527\Downloads\RegisterManifest.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RegisterManifest.ps1","PLAN","17866","4/20/2026 8:25:08 PM"
"C:\Users\13527\Downloads\RegisterMicrosoftUpdate.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RegisterMicrosoftUpdate.ps1","PLAN","17239","4/20/2026 8:25:08 PM"
"C:\Users\13527\Downloads\RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_20260520.ps1","PLAN","19114","5/20/2026 5:04:21 AM"
"C:\Users\13527\Downloads\RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_RECOVERY_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RELEVANT_ROOT_KEY_SELECTOR_FIRST_LIVE_USE_RECOVERY_20260520.ps1","PLAN","21641","5/20/2026 5:07:00 AM"
"C:\Users\13527\Downloads\RELEVANT_ROOT_KEY_SELECTOR_VARIED_LIVE_USE_SAVE_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RELEVANT_ROOT_KEY_SELECTOR_VARIED_LIVE_USE_SAVE_20260520.ps1","PLAN","19509","5/20/2026 6:55:49 AM"
"C:\Users\13527\Downloads\RELEVANT_ROOT_KEY_TOOL_SELECTOR_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RELEVANT_ROOT_KEY_TOOL_SELECTOR_20260520.ps1","PLAN","24069","5/20/2026 5:00:14 AM"
"C:\Users\13527\Downloads\REPAIR_ASSISTANT_DOOR_RELAY_V1B_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_ASSISTANT_DOOR_RELAY_V1B_20260521.ps1","PLAN","22013","5/21/2026 1:07:19 PM"
"C:\Users\13527\Downloads\REPAIR_ASSISTANT_DOOR_RELAY_V1C_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_ASSISTANT_DOOR_RELAY_V1C_20260521.ps1","PLAN","23911","5/21/2026 1:09:12 PM"
"C:\Users\13527\Downloads\REPAIR_CHILD_SHELL_LOCK_SAVE_GIT_ADD_IGNORED_PROOF_20260521_080346.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_CHILD_SHELL_LOCK_SAVE_GIT_ADD_IGNORED_PROOF_20260521_080346.ps1","PLAN","7846","5/21/2026 3:56:44 AM"
"C:\Users\13527\Downloads\REPAIR_CHILD_SHELL_WATCHER_PID_COLLISION_20260521_075935.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_CHILD_SHELL_WATCHER_PID_COLLISION_20260521_075935.ps1","PLAN","9690","5/21/2026 3:52:46 AM"
"C:\Users\13527\Downloads\resources.arsc","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\resources.arsc","PLAN","2024232","1/1/1981 12:01:02 AM"
"C:\Users\13527\Downloads\RICHARD_FEYNMAN_DEEP_SOURCE_ORE_RESEARCH_MAP_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\RICHARD_FEYNMAN_DEEP_SOURCE_ORE_RESEARCH_MAP_20260522.md","PLAN","20486","5/22/2026 2:27:48 PM"
"C:\Users\13527\Downloads\ROBOCOP_ROOT_SETUP_PACK_20260522.zip","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP\ROBOCOP_ROOT_SETUP_PACK_20260522.zip","PLAN","6623","5/22/2026 3:45:57 PM"
"C:\Users\13527\Downloads\ROBOCOP_ROOT_SETUP_PACK_WITH_SETUP_README_20260522.zip","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP\ROBOCOP_ROOT_SETUP_PACK_WITH_SETUP_README_20260522.zip","PLAN","7514","5/22/2026 3:47:43 PM"
"C:\Users\13527\Downloads\ROBOCOP_SIMPLE_README_SETUP_PACK_20260522.zip","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP\ROBOCOP_SIMPLE_README_SETUP_PACK_20260522.zip","PLAN","6673","5/22/2026 3:50:44 PM"
"C:\Users\13527\Downloads\ROBOCOP_VERSIONED_BACKUP_TOOLS_FINAL_20260522.zip","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP","C:\Users\13527\Desktop\123\TOOL_PACKS\ROBOCOP\ROBOCOP_VERSIONED_BACKUP_TOOLS_FINAL_20260522.zip","PLAN","4215","5/22/2026 3:41:31 PM"
"C:\Users\13527\Downloads\RUDOLF_STEINER_DIGITAL_JAR_DEEP_RESEARCH_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\RUDOLF_STEINER_DIGITAL_JAR_DEEP_RESEARCH_20260522.md","PLAN","39962","5/22/2026 2:32:43 AM"
"C:\Users\13527\Downloads\RULE_FIRING_CARD_FIRST_LIVE_USE_SAVE_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RULE_FIRING_CARD_FIRST_LIVE_USE_SAVE_20260520.ps1","PLAN","21558","5/20/2026 6:16:56 AM"
"C:\Users\13527\Downloads\RULE_FIRING_ROOT_FIX_CONFIRMATION_GATE_SAVE_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RULE_FIRING_ROOT_FIX_CONFIRMATION_GATE_SAVE_20260520.ps1","PLAN","24595","5/20/2026 6:05:25 AM"
"C:\Users\13527\Downloads\RULE_NERVOUS_SYSTEM_MULE_DEEP_DIVE_PACKET_20260521.zip","C:\Users\13527\Desktop\123\TOOL_PACKS\INCOMING_ZIPS","C:\Users\13527\Desktop\123\TOOL_PACKS\INCOMING_ZIPS\RULE_NERVOUS_SYSTEM_MULE_DEEP_DIVE_PACKET_20260521.zip","PLAN","9265","5/20/2026 9:58:43 PM"
"C:\Users\13527\Downloads\RUN_123_STORAGE_HNS_MULE_HANDOFF_ADOPT_ADAPT_RULE_20260520.ps1","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE\RUN_123_STORAGE_HNS_MULE_HANDOFF_ADOPT_ADAPT_RULE_20260520.ps1","PLAN","26196","5/20/2026 8:48:37 PM"
"C:\Users\13527\Downloads\RUN_123_STORAGE_HNS_MULE_HANDOFF_ADOPT_ADAPT_RULE_FIXED_20260520.ps1","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE\RUN_123_STORAGE_HNS_MULE_HANDOFF_ADOPT_ADAPT_RULE_FIXED_20260520.ps1","PLAN","23193","5/20/2026 8:52:38 PM"
"C:\Users\13527\Downloads\RUN_BUILD_123_UNIT_HOUSE_MIMIC_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_BUILD_123_UNIT_HOUSE_MIMIC_20260521.ps1","PLAN","14262","5/20/2026 10:14:36 PM"
"C:\Users\13527\Downloads\RUN_CHILD_SHELL_ALL_EVIDENCE_TEST_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_CHILD_SHELL_ALL_EVIDENCE_TEST_20260521.ps1","PLAN","14898","5/21/2026 12:40:07 AM"
"C:\Users\13527\Downloads\RUN_INTAKE_HNS_AND_COMMON_SENSE_RETURNS_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_INTAKE_HNS_AND_COMMON_SENSE_RETURNS_20260521.ps1","PLAN","26198","5/20/2026 11:20:03 PM"
"C:\Users\13527\Downloads\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717 (1).ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717 (1).ps1","PLAN","20620","5/21/2026 3:30:34 AM"
"C:\Users\13527\Downloads\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717.ps1","PLAN","20620","5/21/2026 3:30:16 AM"
"C:\Users\13527\Downloads\RUN_LOCK_SAM_REVIEW_PACKET_TO_GIT_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_LOCK_SAM_REVIEW_PACKET_TO_GIT_20260521.ps1","PLAN","7896","5/21/2026 1:30:20 AM"
"C:\Users\13527\Downloads\RUN_RECOVER_ASSISTANT_MULE_EXCHANGE_BRIDGE_SAVE_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_RECOVER_ASSISTANT_MULE_EXCHANGE_BRIDGE_SAVE_20260521.ps1","PLAN","8609","5/20/2026 11:28:00 PM"
"C:\Users\13527\Downloads\RUN_RECOVER_ASSISTANT_MULE_EXCHANGE_BRIDGE_SAVE_FIXED_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_RECOVER_ASSISTANT_MULE_EXCHANGE_BRIDGE_SAVE_FIXED_20260521.ps1","PLAN","9134","5/20/2026 11:29:50 PM"
"C:\Users\13527\Downloads\RUN_SAVE_ASSISTANT_MULE_EXCHANGE_BRIDGE_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_ASSISTANT_MULE_EXCHANGE_BRIDGE_20260521.ps1","PLAN","27645","5/20/2026 10:44:43 PM"
"C:\Users\13527\Downloads\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_20260521.ps1","PLAN","22676","5/21/2026 12:19:58 AM"
"C:\Users\13527\Downloads\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_FIXED_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_FIXED_20260521.ps1","PLAN","22679","5/21/2026 12:21:43 AM"
"C:\Users\13527\Downloads\RUN_SAVE_FRONT_DOOR_AND_WORK_SORTING_RULES_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_FRONT_DOOR_AND_WORK_SORTING_RULES_20260521.ps1","PLAN","28732","5/21/2026 12:01:41 AM"
"C:\Users\13527\Downloads\RUN_TOOL_SURFACE_PASSPORT_RULE_SAVE_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_TOOL_SURFACE_PASSPORT_RULE_SAVE_20260521.ps1","PLAN","19987","5/20/2026 10:11:03 PM"
"C:\Users\13527\Downloads\SAVE_ALARM_DEBUGGER_FILING_CABINET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_ALARM_DEBUGGER_FILING_CABINET_20260522.ps1","PLAN","26210","5/22/2026 5:01:18 AM"
"C:\Users\13527\Downloads\SAVE_ALARM_DEBUGGER_WHOLE_GROUP_BATCH_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_ALARM_DEBUGGER_WHOLE_GROUP_BATCH_20260522.ps1","PLAN","25474","5/22/2026 5:14:21 AM"
"C:\Users\13527\Downloads\SAVE_BUILD_KEEPS_FORM_CONCEPTUAL_SAME_TREATMENT_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_BUILD_KEEPS_FORM_CONCEPTUAL_SAME_TREATMENT_20260522.ps1","PLAN","12394","5/22/2026 5:25:31 AM"
"C:\Users\13527\Downloads\SAVE_CHAT_COCKPIT_DROP_COPY_EXPORT_PROTOCOL_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_CHAT_COCKPIT_DROP_COPY_EXPORT_PROTOCOL_20260522.ps1","PLAN","12075","5/22/2026 4:05:07 PM"
"C:\Users\13527\Downloads\SAVE_COMMON_SENSE_PENDING_RULES_HOME_V2_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_COMMON_SENSE_PENDING_RULES_HOME_V2_20260520.ps1","PLAN","21468","5/20/2026 1:29:44 AM"
"C:\Users\13527\Downloads\SAVE_DUAL_PROJECT_CHAT_COCKPIT_CAPTURE_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_DUAL_PROJECT_CHAT_COCKPIT_CAPTURE_RULE_20260522.ps1","PLAN","13021","5/22/2026 4:00:51 PM"
"C:\Users\13527\Downloads\SAVE_FEYNMAN_SOURCE_ORE_RESEARCH_MAP_V2_TO_MRKLEEN_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FEYNMAN_SOURCE_ORE_RESEARCH_MAP_V2_TO_MRKLEEN_20260522.ps1","PLAN","28639","5/22/2026 2:50:15 PM"
"C:\Users\13527\Downloads\SAVE_FINAL_JUDGE_GATE_ALPHA_OMEGA_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FINAL_JUDGE_GATE_ALPHA_OMEGA_RULE_20260522.ps1","PLAN","14822","5/22/2026 4:12:25 PM"
"C:\Users\13527\Downloads\SAVE_FOUR_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FOUR_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.ps1","PLAN","22461","5/22/2026 1:52:24 PM"
"C:\Users\13527\Downloads\SAVE_GROWTH_SAFE_GATE_JUDGE_ROLE_RULES_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_GROWTH_SAFE_GATE_JUDGE_ROLE_RULES_20260522.ps1","PLAN","11715","5/22/2026 3:02:56 PM"
"C:\Users\13527\Downloads\SAVE_NO_SOURCE_GETS_THRONE_SOURCE_VEIN_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_NO_SOURCE_GETS_THRONE_SOURCE_VEIN_RULE_20260522.ps1","PLAN","19900","5/22/2026 3:17:49 PM"
"C:\Users\13527\Downloads\SAVE_PROJECT_SCOPE_RULE_PLACEMENT_REPAIR_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_PROJECT_SCOPE_RULE_PLACEMENT_REPAIR_20260522.ps1","PLAN","13466","5/22/2026 5:21:08 AM"
"C:\Users\13527\Downloads\SAVE_RULE_QUALITY_WORDING_COVERAGE_SECOND_TARGET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_RULE_QUALITY_WORDING_COVERAGE_SECOND_TARGET_20260522.ps1","PLAN","16085","5/22/2026 5:06:20 AM"
"C:\Users\13527\Downloads\SAVE_SCOPE_FORM_ALARM_GROWTH_ROUTE_CHECKPOINT_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_SCOPE_FORM_ALARM_GROWTH_ROUTE_CHECKPOINT_20260522.ps1","PLAN","12525","5/22/2026 5:27:42 AM"
"C:\Users\13527\Downloads\SAVE_SOURCE_LANE_ARTIFACT_PLACEMENT_FIRST_TARGET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_SOURCE_LANE_ARTIFACT_PLACEMENT_FIRST_TARGET_20260522.ps1","PLAN","16240","5/22/2026 5:03:54 AM"
"C:\Users\13527\Downloads\SAVE_TOOL_SCRIPT_COPY_SAFETY_THIRD_TARGET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_TOOL_SCRIPT_COPY_SAFETY_THIRD_TARGET_20260522.ps1","PLAN","15120","5/22/2026 5:09:27 AM"
"C:\Users\13527\Downloads\SAVE_YOUTUBE_Dgbci0GC1vk_SOURCE_INTAKE_TO_GIT_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_YOUTUBE_Dgbci0GC1vk_SOURCE_INTAKE_TO_GIT_20260522.ps1","PLAN","5006","5/22/2026 2:23:35 PM"
"C:\Users\13527\Downloads\System.Diagnostics.DiagnosticSource.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Diagnostics.DiagnosticSource.dll","PLAN","502024","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.Diagnostics.TraceSource.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Diagnostics.TraceSource.dll","PLAN","141624","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.IO.FileSystem.Watcher.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.IO.FileSystem.Watcher.dll","PLAN","88336","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.Resources.Extensions.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Resources.Extensions.dll","PLAN","194832","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.Resources.Reader.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Resources.Reader.dll","PLAN","15632","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.Resources.ResourceManager.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Resources.ResourceManager.dll","PLAN","16184","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\System.Resources.Writer.dll","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW","C:\Users\13527\Desktop\123\PORCH_SORTING_TABLE\NEEDS_REVIEW\System.Resources.Writer.dll","PLAN","51464","4/20/2026 8:25:10 PM"
"C:\Users\13527\Downloads\TODO_CONTROL_SURFACE_STALE_HEADING_REPAIR_SAVE_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\TODO_CONTROL_SURFACE_STALE_HEADING_REPAIR_SAVE_20260520.ps1","PLAN","19206","5/20/2026 7:22:39 AM"
"C:\Users\13527\Downloads\TODO_STALE_FIX.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\TODO_STALE_FIX.ps1","PLAN","19206","5/20/2026 7:22:29 AM"
"C:\Users\13527\Downloads\TODO_WEAKEST_LINK_SELECTION_REPAIR_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\TODO_WEAKEST_LINK_SELECTION_REPAIR_20260520.ps1","PLAN","19977","5/20/2026 3:55:18 AM"
"C:\Users\13527\Downloads\TODO_WEAKEST_LINK_TRIAGE_READ_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\TODO_WEAKEST_LINK_TRIAGE_READ_20260520.ps1","PLAN","6533","5/20/2026 4:10:34 AM"
"C:\Users\13527\Downloads\TODO_WEAKEST_LINK_TRIAGE_READ_V2_20260520.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\TODO_WEAKEST_LINK_TRIAGE_READ_V2_20260520.ps1","PLAN","6651","5/20/2026 4:15:55 AM"
"C:\Users\13527\Downloads\UPDATE_RECEIPT_BOARD_MAP_NOTE_LANGUAGE_LOCK_20260510.txt","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\TEXT_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\TEXT_INCOMING\UPDATE_RECEIPT_BOARD_MAP_NOTE_LANGUAGE_LOCK_20260510.txt","PLAN","908","5/10/2026 11:48:10 AM"
"C:\Users\13527\Downloads\WHOLE_HOUSE_DOUBLE_PASS_MULE_CRITIQUE_PACKET_20260520.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\WHOLE_HOUSE_DOUBLE_PASS_MULE_CRITIQUE_PACKET_20260520.md","PLAN","12040","5/20/2026 1:13:44 AM"
"C:\Users\13527\Downloads\WRITE_WHIRLPOOL_RUN_001_OUTPUTS.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\WRITE_WHIRLPOOL_RUN_001_OUTPUTS.ps1","PLAN","27345","5/20/2026 8:07:03 AM"
