"object","classification","lane","decision","reason","privacy","authority","expected_home","proof"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0049__EVIDENCE_ARCHIVE_MANIFEST.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0050__PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK_(1).txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0050__PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK_(1).txt\PATCH_RECEIPT_SCOPE_STATE_TRIGGER_LOCK (1).txt","RECEIPT","PROJECT_REPO","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0051__PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0051__PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt\PATCH_RECEIPT_RULE_CHECKER_PREVENTION_LOOP.txt","RECEIPT","PROJECT_REPO","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0052__EVIDENCE_ARCHIVE_MANIFEST.txt\EVIDENCE_ARCHIVE_MANIFEST.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0052__EVIDENCE_ARCHIVE_MANIFEST.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0053__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0053__CLEAN_SEED_ALIGNMENT_CHECK.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0054__PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0054__PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt\PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt","RECEIPT","PROJECT_REPO","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0055__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0055__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0056__CLEAN_SEED_ALIGNMENT_CHECK_(1).txt\CLEAN_SEED_ALIGNMENT_CHECK (1).txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0056__CLEAN_SEED_ALIGNMENT_CHECK_(1).txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0057__README_START_HERE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0057__README_START_HERE.txt\README_START_HERE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0058__EVIDENCE_ARCHIVE_MANIFEST_(1).txt\EVIDENCE_ARCHIVE_MANIFEST (1).txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0058__EVIDENCE_ARCHIVE_MANIFEST_(1).txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0059__README_START_HERE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0059__README_START_HERE.txt\README_START_HERE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0060__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0060__CLEAN_SEED_ALIGNMENT_CHECK.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0061__README_START_HERE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0061__README_START_HERE.txt\README_START_HERE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0062__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0062__CLEAN_SEED_ALIGNMENT_CHECK.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0063__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0063__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0064__README_START_HERE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0064__README_START_HERE.txt\README_START_HERE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0065__PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0065__PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt\PATCH_RECEIPT_RULE_ID_PARTNER_SYNC.txt","RECEIPT","PROJECT_REPO","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0066__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0066__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0067__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0067__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0068__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0068__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0069__PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0069__PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt\PATCH_RECEIPT_POINT_CHECK_REPAIR_AND_METHOD_EVIDENCE.txt","RECEIPT","PROJECT_REPO","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0070__README_START_HERE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0070__README_START_HERE.txt\README_START_HERE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0071__CLEAN_SEED_WRAP_GUIDE.txt\CLEAN_SEED_WRAP_GUIDE.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0071__CLEAN_SEED_WRAP_GUIDE.txt\ITEM_CHAIN_OF_CUSTODY.txt","CUSTODY","PROJECT_REPO","ARCHIVE","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\Jxhnny_Kleen_C3dz\PROOF_HISTORY\RECYCLE_BIN_QUARANTINE_20260510\ITEM_0072__CLEAN_SEED_ALIGNMENT_CHECK.txt\CLEAN_SEED_ALIGNMENT_CHECK.txt","SOURCE","PROJECT_REPO","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","PROJECT_REPO_NO_PUBLIC_PRIVATE_PROMPT_EXPORT","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
